key,english_source,current_telugu_translation,status,reviewer_notes
mentors.modal_placeholder,I'd love to learn how you handle…,మీరు ఎలా నిర్వహిస్తారో నేర్చుకోవాలనుకుంటున్నాను…,translated,
mentors.modal_cancel,Cancel,రద్దు,translated,
mentors.modal_sending,Sending…,పంపుతోంది…,translated,
mentors.modal_send,Send request,అభ్యర్థన పంపు,translated,
mentors.become_title,Become a mentor,మెంటర్ అవ్వండి,translated,
mentors.become_blurb,Help newer {{trade}}s in {{city}} get started. Set a short bio — workers will request you from this same screen. You can stop anytime.,{{city}}లో కొత్త {{trade}} కార్మికులు ప్రారంభించడంలో సహాయం చేయండి. ఒక చిన్న బయో సెట్ చేయండి — కార్మికులు అదే స్క్రీన్ నుండి మిమ్మల్ని అభ్యర్థిస్తారు. మీరు ఎప్పుడైనా ఆపవచ్చు.,translated,
mentors.become_placeholder,I've been a driver for 7 years and can help with…,నేను 7 సంవత్సరాలుగా డ్రైవర్‌గా ఉన్నాను మరియు దీనిలో సహాయం చేయగలను…,translated,
mentors.become_success_title,You're a mentor,మీరు మెంటర్,translated,
mentors.become_success_body,Workers in your trade can now request mentorship.,మీ పనిలో ఉన్న కార్మికులు ఇప్పుడు మీ నుండి మెంటర్‌షిప్ అభ్యర్థించవచ్చు.,translated,
mentors.become_error_title,Could not enable,ఆన్ చేయలేకపోయాము,translated,
mentors.become_saving,Saving…,సేవ్ చేస్తోంది…,translated,
mentors.become_cta,Make me a mentor,నన్ను మెంటర్‌గా చేయండి,translated,
mentor_sessions.title,My sessions,,MISSING — needs translation,
mentor_sessions.booked_section,Booked sessions,,MISSING — needs translation,
mentor_sessions.booked_empty,No sessions booked yet.,,MISSING — needs translation,
mentor_sessions.mentor_section,As a mentor,,MISSING — needs translation,
mentor_sessions.mentor_hint,Open a time slot — mentees you've accepted can book it.,,MISSING — needs translation,
mentor_sessions.status_open,Open — not booked yet,,MISSING — needs translation,
mentor_sessions.date_label,Date,,MISSING — needs translation,
mentor_sessions.time_label,Time,,MISSING — needs translation,
mentor_sessions.mode_label,Mode,,MISSING — needs translation,
mentor_sessions.today,Today,,MISSING — needs translation,
mentor_sessions.tomorrow,Tomorrow,,MISSING — needs translation,
mentor_sessions.in_2_days,In 2 days,,MISSING — needs translation,
mentor_sessions.in_3_days,In 3 days,,MISSING — needs translation,
mentor_sessions.in_1_week,In 1 week,,MISSING — needs translation,
mentor_sessions.mode_video,Video,,MISSING — needs translation,
mentor_sessions.mode_phone,Phone,,MISSING — needs translation,
mentor_sessions.mode_in_person,In person,,MISSING — needs translation,
mentor_sessions.duration,{{minutes}} min,,MISSING — needs translation,
mentor_sessions.add_slot_cta,Add a time slot,,MISSING — needs translation,
mentor_sessions.adding,Adding…,,MISSING — needs translation,
mentor_sessions.cancel_cta,Cancel,,MISSING — needs translation,
mentor_sessions.cancelling,Cancelling…,,MISSING — needs translation,
mentor_sessions.error_title,Something went wrong,,MISSING — needs translation,
mentor_sessions.error_default,Try again in a moment.,,MISSING — needs translation,
book_mentor_session.title,Book a session,,MISSING — needs translation,
book_mentor_session.empty,No open slots right now — check back soon.,,MISSING — needs translation,
book_mentor_session.duration,{{minutes}} min,,MISSING — needs translation,
book_mentor_session.mode_video,Video,,MISSING — needs translation,
book_mentor_session.mode_phone,Phone,,MISSING — needs translation,
book_mentor_session.mode_in_person,In person,,MISSING — needs translation,
book_mentor_session.book_cta,Book,,MISSING — needs translation,
book_mentor_session.booking,Booking…,,MISSING — needs translation,
book_mentor_session.booked_title,Session booked,,MISSING — needs translation,
book_mentor_session.booked_body,Your mentor has been notified.,,MISSING — needs translation,
book_mentor_session.error_title,Could not book,,MISSING — needs translation,
book_mentor_session.error_default,Try again in a moment.,,MISSING — needs translation,
book_mentor_session.retry,Try again,,MISSING — needs translation,
cohorts.title,My cohorts,,MISSING — needs translation,
cohorts.new_a11y,Start a new cohort,,MISSING — needs translation,
cohorts.invites_section,PENDING INVITES,,MISSING — needs translation,
cohorts.invite_body,Join to study {{course}} together.,,MISSING — needs translation,
cohorts.accept_cta,Join,,MISSING — needs translation,
cohorts.decline_cta,Decline,,MISSING — needs translation,
cohorts.joined_section,MY COHORTS,,MISSING — needs translation,
cohorts.empty_title,No cohorts yet,,MISSING — needs translation,
cohorts.empty_message,Start one from Find Friends — pick a course and up to 4 friends.,,MISSING — needs translation,
cohorts.error_title,Something went wrong,,MISSING — needs translation,
cohorts.error_default,Try again in a moment.,,MISSING — needs translation,
start_cohort.title,Start a cohort,,MISSING — needs translation,
start_cohort.course_section,COURSE,,MISSING — needs translation,
start_cohort.no_courses_title,Enroll in a course first,,MISSING — needs translation,
start_cohort.no_courses_message,Cohorts are built around a course you're taking together.,,MISSING — needs translation,
start_cohort.friends_section,FRIENDS · {{n}}/{{max}},,MISSING — needs translation,
start_cohort.no_friends_title,No friends selected,,MISSING — needs translation,
start_cohort.no_friends_message,Go back to Find Friends and pick contacts already on Doondo.,,MISSING — needs translation,
start_cohort.creating,Creating…,,MISSING — needs translation,
start_cohort.create_cta,Start cohort,,MISSING — needs translation,
start_cohort.error_title,Could not create cohort,,MISSING — needs translation,
start_cohort.error_default,Try again in a moment.,,MISSING — needs translation,
start_cohort.error_no_course,Pick a course first.,,MISSING — needs translation,
cohort_chat.fallback_name,Cohort,,MISSING — needs translation,
cohort_chat.members_line,{{n}} members · {{course}},,MISSING — needs translation,
cohort_chat.composer_placeholder,Message the cohort…,,MISSING — needs translation,
cohort_chat.photo_error_title,Couldn't send photo,,MISSING — needs translation,
