key,english_source,current_kannada_translation,status,reviewer_notes
find_friends.invite_blurb,Share Doondo with the rest of your contacts. Earn ₹100 each time a worker you refer is hired.,ಉಳಿದ ಕಾಂಟ್ಯಾಕ್ಟ್‌ಗಳೊಂದಿಗೆ ಡೂಂಡೋವನ್ನು ಹಂಚಿಕೊಳ್ಳಿ. ನೀವು ರೆಫರ್ ಮಾಡಿದ ಕಾರ್ಮಿಕರಿಗೆ ಕೆಲಸ ಸಿಕ್ಕಾಗ ಪ್ರತಿ ಬಾರಿ ₹100 ಗಳಿಸಿ.,translated,
find_friends.invite_arrow,Invite →,ಆಹ್ವಾನಿಸಿ →,translated,
find_friends.seeker_alert_body,{{name}} is already on Doondo. Worker-to-worker chat is coming soon.,{{name}} ಈಗಾಗಲೇ ಡೂಂಡೋದಲ್ಲಿದ್ದಾರೆ. ಕಾರ್ಮಿಕರ-ಕಾರ್ಮಿಕರ ಚಾಟ್ ಶೀಘ್ರದಲ್ಲೇ ಬರಲಿದೆ.,translated,
find_friends.whatsapp_text,Join me on Doondo — find work near you. {{link}},ನನ್ನ ಜೊತೆ ಡೂಂಡೋಗೆ ಸೇರಿ — ಹತ್ತಿರದಲ್ಲಿ ಕೆಲಸ ಹುಡುಕಿ. {{link}},translated,
find_friends.cohorts_a11y,My cohorts,,MISSING — needs translation,
find_friends.start_cohort_cta,Start a course cohort with your friends,,MISSING — needs translation,
employer_detail.favorite,Favourite this employer,,MISSING — needs translation,
employer_detail.favorited,Favourited ♥,,MISSING — needs translation,
employer_detail.error_title,Couldn't load employer,ಉದ್ಯೋಗದಾತರನ್ನು ಲೋಡ್ ಮಾಡಲಾಗಲಿಲ್ಲ,translated,
employer_detail.error_message,Check your connection and try again.,ನಿಮ್ಮ ಸಂಪರ್ಕವನ್ನು ಪರಿಶೀಲಿಸಿ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
employer_detail.retry,Retry,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ,translated,
employer_detail.header_title,About employer,ಉದ್ಯೋಗದಾತರ ಬಗ್ಗೆ,translated,
employer_detail.no_active_eyebrow,NO ACTIVE JOBS,ಸಕ್ರಿಯ ಕೆಲಸಗಳಿಲ್ಲ,translated,
employer_detail.no_active_title,No openings right now,ಸದ್ಯಕ್ಕೆ ಯಾವುದೇ ಉದ್ಯೋಗಗಳಿಲ್ಲ,translated,
employer_detail.no_active_message,{{name}} doesn't have any active jobs at the moment. Check back soon.,{{name}} ಬಳಿ ಈಗ ಯಾವುದೇ ಸಕ್ರಿಯ ಕೆಲಸಗಳಿಲ್ಲ. ಕೊಂಚ ಸಮಯದ ನಂತರ ಪರಿಶೀಲಿಸಿ.,translated,
employer_detail.verified_badge,✓ VERIFIED,✓ ಪರಿಶೀಲಿತ,translated,
employer_detail.no_ratings,No ratings yet,ಇನ್ನೂ ರೇಟಿಂಗ್‌ಗಳಿಲ್ಲ,translated,
employer_detail.stat_jobs,Jobs posted,ಪೋಸ್ಟ್ ಮಾಡಿದ ಕೆಲಸಗಳು,translated,
employer_detail.stat_hires,Hires made,ನೇಮಕಗಳು,translated,
employer_detail.stat_member,Member,ಸದಸ್ಯ,translated,
employer_detail.section_about,ABOUT,ಬಗ್ಗೆ,translated,
employer_detail.active_jobs_section,ACTIVE JOBS · {{n}},ಸಕ್ರಿಯ ಕೆಲಸಗಳು · {{n}},translated,
employer_detail.older_jobs_footer_one,{{n}} older job has been filled or closed.,{{n}} ಹಳೆಯ ಕೆಲಸ ಭರ್ತಿಯಾಗಿದೆ ಅಥವಾ ಮುಚ್ಚಲಾಗಿದೆ.,translated,
employer_detail.older_jobs_footer_other,{{n}} older jobs have been filled or closed.,{{n}} ಹಳೆಯ ಕೆಲಸಗಳು ಭರ್ತಿಯಾಗಿವೆ ಅಥವಾ ಮುಚ್ಚಲಾಗಿವೆ.,translated,
mentors.title,Trade buddies,ಟ್ರೇಡ್ ಬಡ್ಡೀಸ್,translated,
mentors.subtitle,Connect with experienced workers in {{trade}} near you.,ಹತ್ತಿರದ {{trade}} ಅನುಭವಿ ಕಾರ್ಮಿಕರೊಂದಿಗೆ ಸಂಪರ್ಕಿಸಿ.,translated,
mentors.fallback_trade,your trade,ನಿಮ್ಮ ಕೆಲಸ,translated,
mentors.setup_eyebrow,SET UP FIRST,ಮೊದಲು ಸೆಟ್ ಮಾಡಿ,translated,
mentors.setup_title,Add your trade and city,ನಿಮ್ಮ ಕೆಲಸ ಮತ್ತು ನಗರ ಸೇರಿಸಿ,translated,
mentors.setup_message,"To find a mentor, add at least one skill and your city to your profile.",ಮೆಂಟರ್ ಹುಡುಕಲು ನಿಮ್ಮ ಪ್ರೊಫೈಲ್‌ಗೆ ಕನಿಷ್ಠ ಒಂದು ಸ್ಕಿಲ್ ಮತ್ತು ನಿಮ್ಮ ನಗರವನ್ನು ಸೇರಿಸಿ.,translated,
mentors.empty_eyebrow,NO MENTORS YET,ಇನ್ನೂ ಯಾವುದೇ ಮೆಂಟರ್‌ಗಳಿಲ್ಲ,translated,
mentors.empty_title,No {{trade}} mentors in {{city}} yet,{{city}}ನಲ್ಲಿ ಇನ್ನೂ ಯಾವುದೇ {{trade}} ಮೆಂಟರ್‌ಗಳಿಲ್ಲ,translated,
mentors.empty_message,Check back soon — or volunteer to be a mentor yourself.,ಕೊಂಚ ಸಮಯದ ನಂತರ ಪರಿಶೀಲಿಸಿ — ಅಥವಾ ನೀವೇ ಮೆಂಟರ್ ಆಗಿ.,translated,
mentors.list_section,MENTORS · {{n}},ಮೆಂಟರ್‌ಗಳು · {{n}},translated,
mentors.mentor_meta,{{trade}} · {{city}} · {{active}}/{{cap}} mentees this month,{{trade}} · {{city}} · ಈ ತಿಂಗಳು {{active}}/{{cap}} ಮೆಂಟೀಸ್,translated,
mentors.request_arrow,Request →,ವಿನಂತಿ →,translated,
mentors.sent_title,Sent,ಕಳುಹಿಸಲಾಗಿದೆ,translated,
mentors.sent_body,Your mentor will see your request and reach out soon.,ನಿಮ್ಮ ಮೆಂಟರ್ ನಿಮ್ಮ ವಿನಂತಿಯನ್ನು ನೋಡಿ ಶೀಘ್ರದಲ್ಲೇ ಸಂಪರ್ಕಿಸುತ್ತಾರೆ.,translated,
mentors.error_title,Could not send,ಕಳುಹಿಸಲಾಗಲಿಲ್ಲ,translated,
mentors.error_default,Try again later.,ನಂತರ ಪ್ರಯತ್ನಿಸಿ.,translated,
mentors.requests_section,YOUR REQUESTS,ನಿಮ್ಮ ವಿನಂತಿಗಳು,translated,
mentors.request_row_title,{{trade}} mentor · {{city}},{{trade}} ಮೆಂಟರ್ · {{city}},translated,
mentors.status_pending,Waiting for the mentor to respond.,ಮೆಂಟರ್‌ರ ಪ್ರತಿಕ್ರಿಯೆಗಾಗಿ ಕಾಯುತ್ತಿದ್ದೇವೆ.,translated,
mentors.status_accepted,Accepted — they will reach out to you.,ಸ್ವೀಕರಿಸಲಾಗಿದೆ — ಅವರು ನಿಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸುತ್ತಾರೆ.,translated,
mentors.status_declined,Declined.,ತಿರಸ್ಕರಿಸಲಾಗಿದೆ.,translated,
mentors.status_ended,Ended.,ಮುಗಿಯಿತು.,translated,
mentors.book_session_cta,Book a session →,,MISSING — needs translation,
mentors.my_sessions,My sessions,,MISSING — needs translation,
mentors.modal_title,Request {{name}},{{name}}ರಿಗೆ ವಿನಂತಿ,translated,
mentors.modal_hint,Write a short message — what would you like to learn?,ಸಣ್ಣ ಸಂದೇಶ ಬರೆಯಿರಿ — ನೀವು ಏನು ಕಲಿಯಲು ಬಯಸುತ್ತೀರಿ?,translated,
mentors.modal_placeholder,I'd love to learn how you handle…,ನೀವು ಹೇಗೆ ನಿಭಾಯಿಸುತ್ತೀರಿ ಎಂದು ಕಲಿಯಲು ಬಯಸುತ್ತೇನೆ…,translated,
mentors.modal_cancel,Cancel,ರದ್ದು,translated,
mentors.modal_sending,Sending…,ಕಳುಹಿಸುತ್ತಿದೆ…,translated,
mentors.modal_send,Send request,ವಿನಂತಿ ಕಳುಹಿಸಿ,translated,
mentors.become_title,Become a mentor,ಮೆಂಟರ್ ಆಗಿ,translated,
mentors.become_blurb,Help newer {{trade}}s in {{city}} get started. Set a short bio — workers will request you from this same screen. You can stop anytime.,{{city}}ನ ಹೊಸ {{trade}} ಕಾರ್ಮಿಕರಿಗೆ ಪ್ರಾರಂಭಿಸಲು ಸಹಾಯ ಮಾಡಿ. ಸಣ್ಣ ಬಯೋ ಸೆಟ್ ಮಾಡಿ — ಕಾರ್ಮಿಕರು ಇದೇ ಪರದೆಯಿಂದ ನಿಮ್ಮನ್ನು ವಿನಂತಿಸುತ್ತಾರೆ. ನೀವು ಯಾವಾಗ ಬೇಕಾದರೂ ನಿಲ್ಲಿಸಬಹುದು.,translated,
mentors.become_placeholder,I've been a driver for 7 years and can help with…,ನಾನು 7 ವರ್ಷಗಳಿಂದ ಡ್ರೈವರ್ ಆಗಿದ್ದೇನೆ ಮತ್ತು ಇದರಲ್ಲಿ ಸಹಾಯ ಮಾಡಬಲ್ಲೆ…,translated,
mentors.become_success_title,You're a mentor,ನೀವು ಮೆಂಟರ್,translated,
mentors.become_success_body,Workers in your trade can now request mentorship.,ನಿಮ್ಮ ಕೆಲಸದ ಕಾರ್ಮಿಕರು ಈಗ ನಿಮ್ಮಿಂದ ಮೆಂಟರ್‌ಶಿಪ್ ವಿನಂತಿಸಬಹುದು.,translated,
mentors.become_error_title,Could not enable,ಆನ್ ಮಾಡಲಾಗಲಿಲ್ಲ,translated,
mentors.become_saving,Saving…,ಉಳಿಸಲಾಗುತ್ತಿದೆ…,translated,
mentors.become_cta,Make me a mentor,ನನ್ನನ್ನು ಮೆಂಟರ್ ಆಗಿಸಿ,translated,
mentor_sessions.title,My sessions,,MISSING — needs translation,
mentor_sessions.booked_section,Booked sessions,,MISSING — needs translation,
mentor_sessions.booked_empty,No sessions booked yet.,,MISSING — needs translation,
mentor_sessions.mentor_section,As a mentor,,MISSING — needs translation,
mentor_sessions.mentor_hint,Open a time slot — mentees you've accepted can book it.,,MISSING — needs translation,
mentor_sessions.status_open,Open — not booked yet,,MISSING — needs translation,
mentor_sessions.date_label,Date,,MISSING — needs translation,
mentor_sessions.time_label,Time,,MISSING — needs translation,
mentor_sessions.mode_label,Mode,,MISSING — needs translation,
mentor_sessions.today,Today,,MISSING — needs translation,
mentor_sessions.tomorrow,Tomorrow,,MISSING — needs translation,
mentor_sessions.in_2_days,In 2 days,,MISSING — needs translation,
mentor_sessions.in_3_days,In 3 days,,MISSING — needs translation,
mentor_sessions.in_1_week,In 1 week,,MISSING — needs translation,
mentor_sessions.mode_video,Video,,MISSING — needs translation,
mentor_sessions.mode_phone,Phone,,MISSING — needs translation,
mentor_sessions.mode_in_person,In person,,MISSING — needs translation,
mentor_sessions.duration,{{minutes}} min,,MISSING — needs translation,
mentor_sessions.add_slot_cta,Add a time slot,,MISSING — needs translation,
mentor_sessions.adding,Adding…,,MISSING — needs translation,
mentor_sessions.cancel_cta,Cancel,,MISSING — needs translation,
mentor_sessions.cancelling,Cancelling…,,MISSING — needs translation,
mentor_sessions.error_title,Something went wrong,,MISSING — needs translation,
mentor_sessions.error_default,Try again in a moment.,,MISSING — needs translation,
book_mentor_session.title,Book a session,,MISSING — needs translation,
book_mentor_session.empty,No open slots right now — check back soon.,,MISSING — needs translation,
book_mentor_session.duration,{{minutes}} min,,MISSING — needs translation,
book_mentor_session.mode_video,Video,,MISSING — needs translation,
book_mentor_session.mode_phone,Phone,,MISSING — needs translation,
book_mentor_session.mode_in_person,In person,,MISSING — needs translation,
book_mentor_session.book_cta,Book,,MISSING — needs translation,
book_mentor_session.booking,Booking…,,MISSING — needs translation,
book_mentor_session.booked_title,Session booked,,MISSING — needs translation,
book_mentor_session.booked_body,Your mentor has been notified.,,MISSING — needs translation,
book_mentor_session.error_title,Could not book,,MISSING — needs translation,
book_mentor_session.error_default,Try again in a moment.,,MISSING — needs translation,
book_mentor_session.retry,Try again,,MISSING — needs translation,
cohorts.title,My cohorts,,MISSING — needs translation,
cohorts.new_a11y,Start a new cohort,,MISSING — needs translation,
cohorts.invites_section,PENDING INVITES,,MISSING — needs translation,
cohorts.invite_body,Join to study {{course}} together.,,MISSING — needs translation,
cohorts.accept_cta,Join,,MISSING — needs translation,
cohorts.decline_cta,Decline,,MISSING — needs translation,
cohorts.joined_section,MY COHORTS,,MISSING — needs translation,
cohorts.empty_title,No cohorts yet,,MISSING — needs translation,
cohorts.empty_message,Start one from Find Friends — pick a course and up to 4 friends.,,MISSING — needs translation,
cohorts.error_title,Something went wrong,,MISSING — needs translation,
cohorts.error_default,Try again in a moment.,,MISSING — needs translation,
start_cohort.title,Start a cohort,,MISSING — needs translation,
start_cohort.course_section,COURSE,,MISSING — needs translation,
start_cohort.no_courses_title,Enroll in a course first,,MISSING — needs translation,
start_cohort.no_courses_message,Cohorts are built around a course you're taking together.,,MISSING — needs translation,
start_cohort.friends_section,FRIENDS · {{n}}/{{max}},,MISSING — needs translation,
start_cohort.no_friends_title,No friends selected,,MISSING — needs translation,
start_cohort.no_friends_message,Go back to Find Friends and pick contacts already on Doondo.,,MISSING — needs translation,
start_cohort.creating,Creating…,,MISSING — needs translation,
start_cohort.create_cta,Start cohort,,MISSING — needs translation,
start_cohort.error_title,Could not create cohort,,MISSING — needs translation,
start_cohort.error_default,Try again in a moment.,,MISSING — needs translation,
start_cohort.error_no_course,Pick a course first.,,MISSING — needs translation,
cohort_chat.fallback_name,Cohort,,MISSING — needs translation,
cohort_chat.members_line,{{n}} members · {{course}},,MISSING — needs translation,
cohort_chat.composer_placeholder,Message the cohort…,,MISSING — needs translation,
cohort_chat.photo_error_title,Couldn't send photo,,MISSING — needs translation,
cohort_chat.error_title,Something went wrong,,MISSING — needs translation,
cohort_chat.error_default,Try again in a moment.,,MISSING — needs translation,
report_wage_issue.title,Report a wage issue,,MISSING — needs translation,
report_wage_issue.anonymous_title,This is anonymous,,MISSING — needs translation,
report_wage_issue.anonymous_body,"The employer never sees your report. Only an aggregate is shown, and only once several workers report the same job.",,MISSING — needs translation,
report_wage_issue.reason_section,WHAT HAPPENED,,MISSING — needs translation,
report_wage_issue.reason_below_promised_wage,Paid less than promised,,MISSING — needs translation,
report_wage_issue.reason_late_payment,Paid late,,MISSING — needs translation,
report_wage_issue.reason_unpaid_overtime,Unpaid overtime,,MISSING — needs translation,
report_wage_issue.reason_wage_theft,Not paid at all,,MISSING — needs translation,
report_wage_issue.reason_other,Other,,MISSING — needs translation,
report_wage_issue.wage_details_section,Add wage details (optional),,MISSING — needs translation,
report_wage_issue.promised_label,Promised,,MISSING — needs translation,
report_wage_issue.actual_label,Actually paid,,MISSING — needs translation,
report_wage_issue.period_hour,per hour,,MISSING — needs translation,
report_wage_issue.period_day,per day,,MISSING — needs translation,
report_wage_issue.period_week,per week,,MISSING — needs translation,
report_wage_issue.period_month,per month,,MISSING — needs translation,
report_wage_issue.period_fixed,fixed,,MISSING — needs translation,
report_wage_issue.note_section,NOTES (OPTIONAL),,MISSING — needs translation,
report_wage_issue.note_placeholder,Anything else useful to know…,,MISSING — needs translation,
report_wage_issue.sending,Sending…,,MISSING — needs translation,
report_wage_issue.submit_cta,Submit report,,MISSING — needs translation,
report_wage_issue.sent_title,Report received,,MISSING — needs translation,
report_wage_issue.sent_body,Thank you — this helps other workers stay informed.,,MISSING — needs translation,
report_wage_issue.done,Done,,MISSING — needs translation,
report_wage_issue.error_title,Could not submit,,MISSING — needs translation,
report_wage_issue.error_default,Try again in a moment.,,MISSING — needs translation,
resume_builder.header_title,Resume builder,ರೆಸ್ಯೂಮ್ ಬಿಲ್ಡರ್,translated,
resume_builder.header_preview,Preview,ಪ್ರಿವ್ಯೂ,translated,
resume_builder.progress_intro,Intro,ಪರಿಚಯ,translated,
resume_builder.progress_review,Review,ವಿಮರ್ಶೆ,translated,
resume_builder.couldnt_save_title,Couldn't save resume,ರೆಸ್ಯೂಮ್ ಉಳಿಸಲಾಗಲಿಲ್ಲ,translated,
resume_builder.try_again_in_a_minute,Try again in a minute.,ಒಂದು ನಿಮಿಷದಲ್ಲಿ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
resume_builder.couldnt_add_photo_title,Couldn't add photo,ಫೋಟೋ ಸೇರಿಸಲಾಗಲಿಲ್ಲ,translated,
resume_builder.try_smaller_image,Try a smaller image.,ಚಿಕ್ಕ ಚಿತ್ರ ಪ್ರಯತ್ನಿಸಿ.,translated,
resume_builder.remove_photo_title,Remove this photo?,ಈ ಫೋಟೋ ತೆಗೆಯಬೇಕೇ?,translated,
resume_builder.remove_photo_body,It won't show on your resume anymore.,ಇದು ನಿಮ್ಮ ರೆಸ್ಯೂಮ್‌ನಲ್ಲಿ ಇನ್ನು ಕಾಣಿಸುವುದಿಲ್ಲ.,translated,
resume_builder.cancel,Cancel,ರದ್ದು,translated,
resume_builder.remove,Remove,ತೆಗೆಯಿರಿ,translated,
resume_builder.couldnt_continue_title,Couldn't continue,ಮುಂದುವರಿಸಲಾಗಲಿಲ್ಲ,translated,
resume_builder.add_a_job_first_title,Add a job first,ಮೊದಲು ಒಂದು ಕೆಲಸ ಸೇರಿಸಿ,translated,
resume_builder.add_a_job_first_body,Your resume needs at least one job.,ನಿಮ್ಮ ರೆಸ್ಯೂಮ್‌ಗೆ ಕನಿಷ್ಠ ಒಂದು ಕೆಲಸ ಬೇಕು.,translated,
resume_builder.need_at_least_one_title,Need at least one job,ಕನಿಷ್ಠ ಒಂದು ಕೆಲಸ ಬೇಕು,translated,
resume_builder.need_at_least_one_body,You can't remove the last entry.,ನೀವು ಕೊನೆಯ ನಮೂದನ್ನು ತೆಗೆಯಲಾಗದು.,translated,
resume_builder.remove_job_title,Remove this job?,ಈ ಕೆಲಸ ತೆಗೆಯಬೇಕೇ?,translated,
resume_builder.remove_job_body,It won't show on your resume anymore.,ಇದು ನಿಮ್ಮ ರೆಸ್ಯೂಮ್‌ನಲ್ಲಿ ಇನ್ನು ಕಾಣಿಸುವುದಿಲ್ಲ.,translated,
resume_builder.cta_saving,Saving…,ಉಳಿಸಲಾಗುತ್ತಿದೆ…,translated,
resume_builder.cta_generate,Generate resume,ರೆಸ್ಯೂಮ್ ರಚಿಸಿ,translated,
resume_builder.cta_start,Start,ಪ್ರಾರಂಭಿಸಿ,translated,
