key,english_source,current_tamil_translation,status,reviewer_notes
resume_builder.add_a_job_first_title,Add a job first,முதலில் ஒரு வேலையைச் சேர்,translated,
resume_builder.add_a_job_first_body,Your resume needs at least one job.,உங்கள் சுயவிவரத்திற்கு குறைந்தபட்சம் ஒரு வேலை தேவை.,translated,
resume_builder.need_at_least_one_title,Need at least one job,குறைந்தபட்சம் ஒரு வேலை தேவை,translated,
resume_builder.need_at_least_one_body,You can't remove the last entry.,கடைசி உள்ளீட்டை நீக்க முடியாது.,translated,
resume_builder.remove_job_title,Remove this job?,இந்த வேலையை அகற்றவா?,translated,
resume_builder.remove_job_body,It won't show on your resume anymore.,இது உங்கள் சுயவிவரத்தில் இனி காண்பிக்கப்படாது.,translated,
resume_builder.cta_saving,Saving…,சேமிக்கப்படுகிறது…,translated,
resume_builder.cta_generate,Generate resume,சுயவிவரத்தை உருவாக்கு,translated,
resume_builder.cta_start,Start,தொடங்கு,translated,
resume_builder.cta_continue,Continue,தொடர்,translated,
resume_builder.intro_title,"Build your resume
in 3 minutes","உங்கள் சுயவிவரத்தை உருவாக்கு
3 நிமிடங்களில்",translated,
resume_builder.intro_body,"We'll ask you about your last 1–5 jobs. No typing essays — just the company, your role, and the dates. We turn it into a clean resume employers love.","உங்கள் கடைசி 1–5 வேலைகளைப் பற்றி நாங்கள் கேட்போம். கட்டுரைகள் தட்டச்சு செய்ய வேண்டாம் — நிறுவனம், உங்கள் பாத்திரம் மற்றும் தேதிகள் மட்டும். முதலாளிகள் விரும்பும் ஒரு சுத்தமான சுயவிவரமாக மாற்றுவோம்.",translated,
resume_builder.intro_bullet1,No CV needed — we build it for you,CV தேவையில்லை — நாங்கள் உருவாக்குகிறோம்,translated,
resume_builder.intro_bullet2,Works for any kind of work,எந்த வகையான வேலைக்கும் வேலை செய்கிறது,translated,
resume_builder.intro_bullet3,You can edit it any time,நீங்கள் எப்போது வேண்டுமானாலும் திருத்தலாம்,translated,
resume_builder.edit_eyebrow,JOB {{n}} OF {{total}},வேலை {{n}} / {{total}},translated,
resume_builder.edit_most_recent,Your most recent job,உங்கள் சமீபத்திய வேலை,translated,
resume_builder.edit_before_that,Job before that,அதற்கு முந்தைய வேலை,translated,
resume_builder.edit_lead,Tell us where you worked. Skip the description if you're in a hurry — you can fill it later.,நீங்கள் எங்கே வேலை செய்தீர்கள் என்று சொல்லுங்கள். அவசரத்தில் இருந்தால் விளக்கத்தை விட்டுவிடுங்கள் — பிறகு நிரப்பலாம்.,translated,
resume_builder.field_company_label,Company / shop name,நிறுவனம் / கடை பெயர்,translated,
resume_builder.field_company_placeholder,e.g. Sharma Electricals,எ.கா. சர்மா எலெக்ட்ரிக்கல்ஸ்,translated,
resume_builder.field_role_label,Your role,உங்கள் பாத்திரம்,translated,
resume_builder.field_role_placeholder,"e.g. Helper, Delivery rider, Cook","எ.கா. உதவியாளர், டெலிவரி ரைடர், சமையல்காரர்",translated,
resume_builder.field_started_label,Started,தொடங்கியது,translated,
resume_builder.field_ended_label,Ended,முடிந்தது,translated,
resume_builder.still_work_here_title,I still work here,நான் இன்னும் இங்கு வேலை செய்கிறேன்,translated,
resume_builder.still_work_here_body,"We'll show this as ""Present"" on your resume","இதை உங்கள் சுயவிவரத்தில் ""தற்போது"" என்று காண்பிப்போம்",translated,
resume_builder.field_description_label,What did you do? (optional),என்ன செய்தீர்கள்? (விருப்பம்),translated,
resume_builder.field_description_placeholder,"e.g. Repaired motors, met customers, kept tools in order…","எ.கா. மோட்டார்களை சரிசெய்தேன், வாடிக்கையாளர்களை சந்தித்தேன், கருவிகளை ஒழுங்காக வைத்தேன்…",translated,
resume_builder.month_present,Present,தற்போது,translated,
resume_builder.month_placeholder,e.g. Apr 2024,எ.கா. ஏப்ரல் 2024,translated,
resume_builder.education_eyebrow,EDUCATION · OPTIONAL,கல்வி · விருப்பம்,translated,
resume_builder.education_body,"Degree or training course, school or college, years. Add as many as you have — up to 6.","பட்டம் அல்லது பயிற்சி பாடம், பள்ளி அல்லது கல்லூரி, ஆண்டுகள். உங்களிடம் எத்தனை இருந்தாலும் சேருங்கள் — 6 வரை.",translated,
